account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,latest_sub_id,latest_sub_start,latest_sub_end,current_plan,current_seats,current_mrr,is_trial_current,has_upgraded,has_downgraded,is_currently_active,current_sub_duration_days,total_subscriptions,first_sub_date,avg_mrr,max_mrr,total_mrr_paid,total_upgrades,total_downgrades,churn_count,latest_churn_date,primary_churn_reason,all_churn_feedback,total_tickets,high_priority_tickets,avg_resolution_hours,avg_satisfaction,total_escalations,avg_first_response_mins,total_feature_events,total_feature_uses,total_usage_seconds,total_errors,beta_feature_uses,has_churned,customer_lifetime_days,customer_lifetime_months,cohort_month,ticket_intensity,error_intensity,lifetime_months_rounded,ticket_segment,engagement_level,used_beta
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,S-3bd95c,2024-11-12,2024-11-27,Enterprise,17,3383,False,True,False,True,525,6,2024-02-10,1847.8333333333333,3582,11087,3,2,1.0,2023-12-09,unknown,too expensive,3.0,1.0,52.333333333333336,5.0,1.0,150.0,28,283,111162,12,3,True,31,1.0,2023-11,3.0,0.42857142857142855,1,3-5 Tickets,Low (Bottom 25%),True
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,S-14d060,2024-12-12,2023-12-06,Pro,47,2303,False,False,False,True,495,13,2023-06-16,1056.0,2587,13728,0,0,3.0,2024-10-04,competitor,too expensive,5.0,4.0,36.0,4.0,1.0,110.6,56,575,181920,28,5,True,504,16.8,2023-05,0.2976190476190476,0.5,17,3-5 Tickets,High (50-75%),True
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,S-58a152,2024-12-03,,Enterprise,15,2985,False,False,False,True,504,7,2024-08-25,3787.714285714286,14527,26514,2,0,1.0,2024-08-29,support,missing features,4.0,2.0,45.0,3.25,0.0,29.5,41,404,127486,20,4,True,5,0.2,2024-08,20.0,0.4878048780487805,0,3-5 Tickets,Medium (25-50%),True
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,S-684751,2024-12-31,2024-11-06,Basic,17,323,False,False,False,True,476,9,2024-10-06,394.55555555555554,988,3551,0,0,0.0,,,,5.0,4.0,26.4,4.333333333333333,0.0,105.8,49,492,167226,24,6,False,576,19.2,2024-09,0.2604166666666667,0.4897959183673469,19,3-5 Tickets,Medium (25-50%),True
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,S-b8daaa,2024-12-25,2024-12-29,Enterprise,8,0,True,False,False,True,482,7,2024-12-10,800.8571428571429,3528,5606,0,0,3.0,2024-12-28,unknown,switched to competitor | missing features,4.0,3.0,16.5,3.6666666666666665,0.0,84.75,36,329,78244,17,6,True,21,0.7,2024-12,5.714285714285714,0.4722222222222222,1,3-5 Tickets,Low (Bottom 25%),True
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,S-cd6bb6,2024-11-25,2024-12-17,Basic,19,361,False,False,False,True,512,16,2024-01-19,2650.25,10945,42404,2,0,2.0,2024-02-03,budget,too expensive,6.0,3.0,49.5,4.0,1.0,108.16666666666667,72,730,212801,58,8,True,27,0.9,2024-01,6.666666666666666,0.8055555555555556,1,6+ Tickets,Power User (Top 25%),True
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,S-78f738,2024-12-29,,Enterprise,170,33830,False,False,True,True,478,7,2024-11-11,5659.142857142857,33830,39614,2,1,1.0,2024-12-13,competitor,switched to competitor,5.0,1.0,35.6,4.0,0.0,105.8,34,334,106338,18,4,True,52,1.7,2024-10,2.9411764705882355,0.5294117647058824,2,3-5 Tickets,Low (Bottom 25%),True
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,S-6fde5e,2024-12-20,2024-03-29,Basic,27,513,False,False,False,True,487,8,2023-06-05,426.125,1194,3409,0,0,0.0,,,,3.0,2.0,13.666666666666666,4.0,0.0,66.66666666666667,45,475,129707,40,6,False,1081,36.0,2023-05,0.08333333333333333,0.8888888888888888,36,3-5 Tickets,Medium (25-50%),True
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,S-8c10c1,2024-12-25,2024-12-23,Enterprise,65,12935,False,False,False,True,482,15,2024-10-27,2970.9333333333334,12935,44564,0,0,2.0,2024-12-25,features,too expensive | missing features,4.0,4.0,29.25,4.0,0.0,48.5,69,705,201426,37,8,True,70,2.3,2024-10,1.7391304347826089,0.5362318840579711,2,3-5 Tickets,Power User (Top 25%),True
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,S-e4a862,2024-10-03,,Enterprise,8,0,True,False,False,True,565,9,2023-12-15,1850.0,9261,16650,0,0,1.0,2024-09-18,features,too expensive,10.0,6.0,42.5,3.7142857142857144,0.0,101.8,50,509,147802,29,5,True,377,12.6,2023-09,0.7936507936507937,0.58,13,6+ Tickets,Medium (25-50%),True
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,S-bd1ee1,2024-12-18,,Enterprise,37,7363,False,False,False,True,489,13,2024-07-24,2998.076923076923,7363,38975,1,0,0.0,,,,4.0,2.0,24.0,3.5,0.0,90.75,64,653,201897,30,7,False,639,21.3,2024-07,0.18779342723004694,0.46875,21,3-5 Tickets,Power User (Top 25%),True
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,S-0455a5,2024-10-22,2024-11-10,Enterprise,42,8358,False,True,False,False,19,15,2023-08-05,3230.4,9751,48456,2,2,2.0,2024-01-21,features,,4.0,1.0,46.5,3.5,0.0,82.0,70,665,216015,50,7,True,234,7.8,2023-06,0.5128205128205129,0.7142857142857143,8,3-5 Tickets,Power User (Top 25%),True
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,S-9a065e,2024-11-24,,Pro,25,1225,False,False,False,True,513,11,2024-07-23,3139.818181818182,6965,34538,0,2,0.0,,,,4.0,1.0,57.5,4.0,1.0,39.0,67,714,218189,55,8,False,653,21.8,2024-07,0.18348623853211007,0.8208955223880597,22,3-5 Tickets,Power User (Top 25%),True
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,False,S-c033fa,2024-06-26,,Pro,52,2548,False,False,False,True,664,5,2023-05-08,2850.0,4577,14250,0,1,1.0,2023-11-04,support,missing features,2.0,1.0,31.0,3.5,0.0,156.5,34,366,120907,14,1,True,281,9.4,2023-01,0.2127659574468085,0.4117647058823529,9,1-2 Tickets,Low (Bottom 25%),True
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,S-d88b25,2024-12-29,2024-12-07,Enterprise,24,4776,False,False,False,True,478,15,2023-12-04,808.3333333333334,4776,12125,1,1,0.0,,,,3.0,1.0,33.0,5.0,1.0,50.666666666666664,64,605,183355,45,6,False,875,29.2,2023-11,0.10273972602739727,0.703125,29,3-5 Tickets,Power User (Top 25%),True
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,S-7d651b,2024-11-15,2024-10-29,Pro,28,1372,False,False,False,True,522,9,2024-04-01,1586.5555555555557,3430,14279,0,0,1.0,2024-06-19,budget,too expensive,3.0,1.0,42.666666666666664,4.0,0.0,86.33333333333333,49,487,150663,33,6,True,104,3.5,2024-03,0.8571428571428571,0.673469387755102,4,3-5 Tickets,Medium (25-50%),True
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,S-b03125,2024-12-20,2024-10-02,Pro,58,2842,False,False,True,True,487,9,2024-05-08,3125.5555555555557,11542,28130,1,1,0.0,,,,6.0,3.0,44.333333333333336,3.5,1.0,116.83333333333333,44,456,143313,21,5,False,747,24.9,2024-04,0.24096385542168677,0.4772727272727273,25,6+ Tickets,Medium (25-50%),True
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,S-e50d84,2024-12-11,2024-12-12,Enterprise,14,2786,False,False,False,True,496,6,2024-06-02,3083.3333333333335,6169,18500,0,0,4.0,2024-12-24,unknown,switched to competitor | too expensive | missing features | too expensive,6.0,4.0,43.5,4.333333333333333,0.0,89.0,21,202,73161,9,0,True,208,6.9,2024-05,0.8695652173913043,0.42857142857142855,7,6+ Tickets,Low (Bottom 25%),False
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,S-bae2c4,2024-12-25,2024-12-19,Pro,67,3283,False,False,False,True,482,8,2024-11-13,2038.375,3381,16307,0,2,2.0,2024-11-23,budget,switched to competitor | switched to competitor,3.0,2.0,11.0,3.0,0.0,78.0,42,405,118945,36,5,True,18,0.6,2024-11,5.0,0.8571428571428571,1,3-5 Tickets,Medium (25-50%),True
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,S-f3f2bd,2024-12-17,2024-11-18,Basic,29,0,True,False,False,True,490,12,2024-05-31,3470.0833333333335,14129,41641,1,0,0.0,,,,4.0,0.0,30.75,3.6666666666666665,0.0,59.75,59,587,185616,38,6,False,716,23.9,2024-05,0.1673640167364017,0.6440677966101694,24,3-5 Tickets,High (50-75%),True
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,S-246942,2024-12-31,2024-12-31,Enterprise,45,8955,False,False,False,True,476,13,2024-12-30,2576.230769230769,10348,33491,1,0,1.0,2024-12-31,competitor,,5.0,3.0,31.4,4.0,1.0,90.4,62,582,162411,48,9,True,1,0.0,2024-12,50.0,0.7741935483870968,0,3-5 Tickets,High (50-75%),True
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,S-cf30e2,2024-12-14,,Pro,11,0,True,False,False,True,493,12,2024-09-18,2040.75,12139,24489,1,1,0.0,,,,4.0,0.0,47.25,4.0,0.0,83.25,65,680,205877,45,6,False,584,19.5,2024-09,0.20512820512820512,0.6923076923076923,20,3-5 Tickets,Power User (Top 25%),True
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,S-fd04d6,2024-12-28,,Enterprise,51,0,True,False,False,True,479,5,2024-11-06,6283.2,10149,31416,1,0,1.0,2024-11-12,budget,missing features,3.0,2.0,42.333333333333336,3.5,0.0,76.66666666666667,33,326,106943,22,4,True,33,1.1,2024-10,2.727272727272727,0.6666666666666666,1,3-5 Tickets,Low (Bottom 25%),True
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,S-b6aabe,2024-12-25,,Basic,83,1577,False,False,False,True,482,8,2024-09-05,5540.25,16517,44322,2,0,1.0,2024-09-26,pricing,too expensive,2.0,2.0,48.5,4.0,0.0,85.0,40,414,145878,24,5,True,23,0.8,2024-09,2.5,0.6,1,1-2 Tickets,Medium (25-50%),True
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,S-62f5b1,2024-11-23,,Enterprise,50,9950,False,True,False,True,514,7,2024-05-09,5789.285714285715,12736,40525,1,1,1.0,2024-03-19,competitor,too expensive,4.0,3.0,42.25,3.75,0.0,78.25,42,430,108408,22,5,True,3,0.1,2024-03,40.0,0.5238095238095238,0,3-5 Tickets,Medium (25-50%),True
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,S-51569a,2024-12-25,2024-12-19,Enterprise,22,4378,False,False,False,True,482,7,2024-11-17,2703.714285714286,7363,18926,0,1,0.0,,,,8.0,6.0,29.125,3.6666666666666665,0.0,111.5,33,339,115488,10,1,False,540,18.0,2024-10,0.4444444444444444,0.30303030303030304,18,6+ Tickets,Low (Bottom 25%),True
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,S-b59bff,2024-12-27,,Enterprise,8,1592,False,False,False,True,480,10,2024-06-01,1224.4,4378,12244,1,1,0.0,,,,5.0,3.0,42.2,4.333333333333333,0.0,107.4,56,586,161188,28,9,False,744,24.8,2024-04,0.20161290322580644,0.5,25,3-5 Tickets,High (50-75%),True
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,S-1ffdd8,2024-08-08,2024-08-13,Basic,8,152,False,False,False,True,621,5,2024-03-12,1501.4,6766,7507,0,1,3.0,2024-11-20,pricing,too expensive | switched to competitor | too expensive,5.0,2.0,34.8,4.333333333333333,1.0,79.4,28,309,100420,11,3,True,264,8.8,2024-03,0.5681818181818181,0.39285714285714285,9,3-5 Tickets,Low (Bottom 25%),True
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,S-8317da,2024-12-10,,Basic,50,950,False,False,False,True,497,8,2024-02-13,1665.625,3675,13325,0,0,1.0,2024-04-12,competitor,missing features,4.0,2.0,32.0,4.5,0.0,55.25,41,436,142933,34,5,True,206,6.9,2023-09,0.5797101449275363,0.8292682926829268,7,3-5 Tickets,Medium (25-50%),True
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,False,S-a707da,2024-12-18,2024-02-18,Pro,26,1274,False,True,False,True,489,7,2023-08-29,3132.8571428571427,10348,21930,1,0,2.0,2024-06-30,competitor,too expensive | missing features,5.0,5.0,38.6,4.0,0.0,51.0,42,416,127197,17,3,True,453,15.1,2023-04,0.33112582781456956,0.40476190476190477,15,3-5 Tickets,Medium (25-50%),True
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,S-a87ff6,2024-12-08,,Basic,12,228,False,False,False,True,499,12,2024-02-07,1995.1666666666667,14129,23942,0,1,0.0,,,,6.0,3.0,29.166666666666668,4.0,0.0,83.16666666666667,49,512,153943,21,5,False,825,27.5,2024-01,0.21818181818181817,0.42857142857142855,28,6+ Tickets,Medium (25-50%),True
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,S-cb853a,2024-12-17,2024-12-13,Basic,23,437,False,False,False,True,490,12,2024-07-30,2452.75,19502,29433,1,1,2.0,2024-11-16,competitor,switched to competitor | missing features,4.0,2.0,33.0,3.75,1.0,101.25,70,708,203309,40,14,True,110,3.7,2024-07,1.081081081081081,0.5714285714285714,4,3-5 Tickets,Power User (Top 25%),True
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,S-8deb5f,2024-12-25,2024-12-20,Basic,52,988,False,False,False,True,482,11,2024-11-21,1878.5454545454545,5174,20664,1,2,4.0,2024-12-16,features,missing features | missing features | missing features,4.0,2.0,32.75,4.0,0.0,35.5,63,595,172726,44,10,True,34,1.1,2024-11,3.6363636363636362,0.6984126984126984,1,3-5 Tickets,Power User (Top 25%),True
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,S-1e83a6,2024-12-29,2024-12-29,Basic,8,152,False,False,False,True,478,16,2024-09-16,1503.875,13930,24062,4,0,0.0,,,,8.0,6.0,29.25,4.4,0.0,49.0,63,618,195039,29,8,False,592,19.7,2024-09,0.40609137055837563,0.4603174603174603,20,6+ Tickets,Power User (Top 25%),True
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,S-f4a3ac,2024-09-22,,Enterprise,64,12736,False,False,False,True,576,8,2023-09-01,5864.0,12736,46912,1,3,0.0,,,,7.0,4.0,41.714285714285715,4.4,0.0,129.57142857142858,53,510,164068,47,7,False,989,33.0,2023-08,0.21212121212121213,0.8867924528301887,33,6+ Tickets,High (50-75%),True
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,S-e90e70,2024-08-27,2024-08-23,Basic,2,38,False,False,False,True,602,8,2024-02-18,1663.75,7761,13310,2,0,2.0,2024-12-07,competitor,too expensive | switched to competitor,4.0,3.0,29.25,3.0,0.0,91.0,37,384,146093,28,3,True,348,11.6,2023-12,0.3448275862068966,0.7567567567567568,12,3-5 Tickets,Low (Bottom 25%),True
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,S-75c1b4,2024-12-10,2024-12-28,Pro,18,882,False,False,False,False,18,13,2023-09-20,1561.0,3582,20293,0,2,3.0,2024-06-12,competitor,missing features | missing features,3.0,2.0,24.0,,0.0,83.0,69,722,216880,34,7,True,297,9.9,2023-08,0.30303030303030304,0.4927536231884058,10,3-5 Tickets,Power User (Top 25%),True
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,S-8cad7b,2024-12-23,,Basic,16,304,False,False,False,True,484,7,2024-11-27,1471.2857142857142,3184,10299,0,0,1.0,2024-11-28,pricing,switched to competitor,1.0,1.0,53.0,,0.0,19.0,36,348,103023,19,2,True,6,0.2,2024-11,5.0,0.5277777777777778,0,1-2 Tickets,Low (Bottom 25%),True
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,S-0a3e58,2024-12-28,2024-05-03,Pro,33,1617,False,False,False,True,479,16,2023-07-04,1433.3125,10149,22933,1,0,1.0,2024-12-30,budget,missing features,6.0,4.0,43.5,4.333333333333333,0.0,80.5,71,722,206401,31,8,True,545,18.2,2023-07,0.32967032967032966,0.43661971830985913,18,6+ Tickets,Power User (Top 25%),True
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,S-008f3c,2024-12-23,2024-12-28,Pro,58,2842,False,False,False,False,5,6,2024-01-21,2094.5,6766,12567,0,0,0.0,,,,9.0,5.0,44.44444444444444,4.142857142857143,0.0,99.44444444444444,30,273,88751,18,3,False,847,28.2,2023-12,0.3191489361702128,0.6,28,6+ Tickets,Low (Bottom 25%),True
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,S-937207,2024-12-28,2024-12-22,Enterprise,12,2388,False,False,False,True,479,18,2024-11-04,1899.888888888889,5572,34198,2,0,2.0,2024-12-30,features,missing features,3.0,1.0,25.666666666666668,4.0,0.0,86.33333333333333,80,773,240908,43,6,True,56,1.9,2024-11,1.5789473684210527,0.5375,2,3-5 Tickets,Power User (Top 25%),True
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,S-c555c4,2024-12-13,2024-12-11,Enterprise,17,3383,False,False,False,True,494,11,2024-07-22,1979.090909090909,6169,21770,0,1,0.0,,,,2.0,0.0,63.0,4.0,0.0,49.5,54,503,147590,19,7,False,663,22.1,2024-06,0.09049773755656108,0.35185185185185186,22,1-2 Tickets,High (50-75%),True
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,S-eea643,2024-10-30,,Enterprise,28,5572,False,False,False,True,538,11,2023-08-16,1469.8181818181818,5970,16168,0,1,3.0,2024-11-23,pricing,missing features | too expensive,5.0,2.0,37.4,5.0,0.0,72.0,56,607,183498,39,6,True,531,17.7,2023-06,0.2824858757062147,0.6964285714285714,18,3-5 Tickets,High (50-75%),True
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,S-29ec80,2024-12-29,2024-11-22,Enterprise,9,1791,False,False,False,True,478,11,2024-09-25,1081.1818181818182,2058,11893,0,0,0.0,,,,5.0,3.0,48.4,3.0,0.0,72.4,54,529,141489,38,6,False,596,19.9,2024-09,0.2512562814070352,0.7037037037037037,20,3-5 Tickets,High (50-75%),True
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,S-b147b9,2024-12-13,,Basic,21,399,False,False,False,True,494,5,2024-09-28,1359.4,3781,6797,0,1,2.0,2024-12-03,features,switched to competitor | switched to competitor,2.0,1.0,28.0,4.0,0.0,61.5,27,299,98740,14,1,True,70,2.3,2024-09,0.8695652173913044,0.5185185185185185,2,1-2 Tickets,Low (Bottom 25%),True
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,S-80dc6b,2024-12-21,2024-12-09,Basic,25,0,True,False,False,True,486,15,2024-11-16,1132.2666666666667,4975,16984,0,0,1.0,2024-12-24,budget,switched to competitor,4.0,4.0,31.25,3.0,0.0,93.75,64,633,185462,39,9,True,46,1.5,2024-11,2.6666666666666665,0.609375,2,3-5 Tickets,Power User (Top 25%),True
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,S-42aaf0,2024-12-31,2024-12-31,Basic,6,114,False,False,False,False,0,16,2023-10-08,1159.9375,7363,18559,3,1,3.0,2024-10-25,budget,missing features | too expensive | switched to competitor,5.0,2.0,49.0,4.0,0.0,76.4,70,714,186370,54,8,True,384,12.8,2023-10,0.390625,0.7714285714285715,13,3-5 Tickets,Power User (Top 25%),True
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,S-52d03a,2024-11-30,,Enterprise,10,0,True,False,False,True,507,3,2024-05-03,565.0,1372,1695,0,0,1.0,2024-03-20,features,switched to competitor,3.0,2.0,29.333333333333332,4.5,0.0,71.33333333333333,15,141,23149,5,1,True,4,0.1,2024-03,30.0,0.3333333333333333,0,3-5 Tickets,Low (Bottom 25%),True
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,S-df69fe,2024-12-29,2024-12-13,Enterprise,44,8756,False,False,False,True,478,12,2024-07-19,1670.1666666666667,8756,20042,0,0,3.0,2024-12-11,budget,missing features,1.0,0.0,45.0,4.0,0.0,37.0,68,703,220928,36,3,True,171,5.7,2024-06,0.17543859649122806,0.5294117647058824,6,1-2 Tickets,Power User (Top 25%),True
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,S-f52fd6,2024-09-19,,Enterprise,9,1791,False,False,False,True,579,4,2023-07-03,729.75,1791,2919,1,0,2.0,2024-04-07,budget,missing features,7.0,4.0,20.0,4.8,0.0,67.57142857142857,14,139,43097,10,4,True,406,13.5,2023-02,0.5185185185185185,0.7142857142857143,14,6+ Tickets,Low (Bottom 25%),True
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,S-018501,2024-09-19,,Pro,56,2744,False,False,False,True,579,5,2024-01-17,4204.4,7562,21022,0,0,2.0,2024-03-18,unknown,missing features,2.0,1.0,31.5,3.0,0.0,21.5,24,230,60120,13,3,True,181,6.0,2023-09,0.3333333333333333,0.5416666666666666,6,1-2 Tickets,Low (Bottom 25%),True
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,S-f5888c,2024-12-10,,Basic,22,418,False,False,False,True,497,11,2024-03-18,2218.0,7960,24398,1,1,0.0,,,,2.0,1.0,24.5,4.0,0.0,52.0,49,502,154668,29,4,False,766,25.5,2024-03,0.0784313725490196,0.5918367346938775,26,1-2 Tickets,Medium (25-50%),True
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,S-5ddf8d,2024-12-06,2024-03-21,Basic,45,855,False,False,False,True,501,9,2023-08-30,2155.777777777778,11741,19402,3,0,1.0,2024-07-10,pricing,,7.0,6.0,40.42857142857143,3.6666666666666665,0.0,96.57142857142857,41,420,144249,14,3,True,321,10.7,2023-08,0.6542056074766356,0.34146341463414637,11,6+ Tickets,Medium (25-50%),True
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,S-26deeb,2024-09-07,2024-10-30,Pro,68,3332,False,False,False,True,591,14,2024-02-22,2023.4285714285713,11343,28328,0,0,0.0,,,,4.0,1.0,49.25,4.0,0.0,56.75,61,583,165997,33,5,False,800,26.7,2024-02,0.149812734082397,0.5409836065573771,27,3-5 Tickets,High (50-75%),True
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,S-f73a84,2024-12-15,2024-10-11,Pro,17,833,False,False,False,True,492,10,2023-11-22,1139.0,3383,11390,1,0,2.0,2024-06-23,features,switched to competitor | too expensive,4.0,1.0,30.0,3.0,0.0,102.25,47,487,160804,26,5,True,219,7.3,2023-11,0.547945205479452,0.5531914893617021,7,3-5 Tickets,Medium (25-50%),True
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,S-4c5456,2024-12-19,,Basic,34,646,False,False,False,True,488,3,2024-12-05,2686.0,6766,8058,0,0,1.0,2024-12-04,pricing,,8.0,5.0,33.875,4.2,0.0,120.875,18,208,59894,9,1,True,48,1.6,2024-10,5.0,0.5,2,6+ Tickets,Low (Bottom 25%),True
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,S-58d2c8,2024-11-19,2024-11-26,Basic,13,247,False,True,False,True,518,14,2023-12-13,2727.9285714285716,20497,38191,3,0,1.0,2024-03-10,unknown,missing features,4.0,1.0,40.0,4.666666666666667,1.0,63.25,63,627,189235,29,6,True,102,3.4,2023-11,1.1764705882352942,0.4603174603174603,3,3-5 Tickets,Power User (Top 25%),True
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,S-9c2b8e,2024-12-26,2024-12-22,Basic,19,361,False,True,False,True,481,9,2024-12-08,1510.4444444444443,3781,13594,1,0,0.0,,,,4.0,2.0,28.0,4.666666666666667,0.0,122.25,56,527,158149,28,4,False,500,16.7,2024-12,0.23952095808383234,0.5,17,3-5 Tickets,High (50-75%),True
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,S-b5162d,2024-10-09,2024-12-23,Enterprise,29,5771,False,False,False,True,559,9,2024-03-27,2018.6666666666667,5771,18168,1,0,2.0,2024-09-14,features,,4.0,3.0,36.75,4.666666666666667,0.0,90.5,46,447,110514,40,5,True,176,5.9,2024-03,0.6779661016949152,0.8695652173913043,6,3-5 Tickets,Medium (25-50%),True
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,S-289702,2024-09-01,,Enterprise,28,5572,False,False,False,True,597,10,2023-11-16,3350.6,9751,33506,3,0,1.0,2024-01-03,unknown,,4.0,4.0,31.75,4.0,0.0,106.25,51,514,143734,27,2,True,50,1.7,2023-11,2.3529411764705883,0.5294117647058824,2,3-5 Tickets,High (50-75%),True
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,S-e27a20,2024-12-28,2024-12-21,Basic,13,247,False,False,False,True,479,15,2024-06-08,1335.9333333333334,3781,20039,0,1,1.0,2024-08-03,unknown,,7.0,3.0,17.714285714285715,4.5,1.0,58.57142857142857,86,857,277347,64,7,True,58,1.9,2024-06,3.68421052631579,0.7441860465116279,2,6+ Tickets,Power User (Top 25%),True
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,S-71827b,2024-11-15,2024-11-23,Pro,39,1911,False,False,False,False,8,8,2024-02-15,3818.25,16716,30546,0,0,2.0,2024-12-16,support,switched to competitor | too expensive,5.0,4.0,41.4,4.0,0.0,87.8,38,410,147068,18,4,True,356,11.9,2023-12,0.42016806722689076,0.47368421052631576,12,3-5 Tickets,Low (Bottom 25%),True
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,S-ff1b11,2024-11-30,2024-11-03,Basic,32,608,False,False,False,True,507,15,2023-10-02,1166.2,3184,17493,2,0,1.0,2024-04-10,features,,2.0,1.0,27.0,,0.0,100.0,76,833,243699,26,8,True,263,8.8,2023-07,0.22727272727272727,0.34210526315789475,9,1-2 Tickets,Power User (Top 25%),True
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,S-a72188,2024-12-31,2024-12-20,Pro,3,147,False,False,False,True,476,11,2024-10-11,568.3636363636364,1194,6252,0,0,0.0,,,,7.0,2.0,28.857142857142858,3.0,0.0,102.85714285714286,55,531,166970,39,5,False,563,18.8,2024-10,0.3723404255319149,0.7090909090909091,19,6+ Tickets,High (50-75%),True
